Va,Vb,Vc,Ia,Ib,Ic,fault_type,cascade_severity,sections_affected,blackout_risk
1.9,479.2,-476.5,3978.1,4203.4,4094.6,LLL,4,4,1
-1.9,476.5,-475.7,3894.7,3985.1,4040.6,LLL,4,4,1
-9.9,953.3,-9578.7,3147.4,2715.2,470.0,LLG,3,3,0
1.2,476.4,-479.2,4065.8,4025.6,4079.7,LLL,4,4,1
-1.4,478.3,-477.4,4237.1,3917.7,3850.5,LLL,4,4,1
-4.3,476.3,-478.5,3950.7,3900.4,4093.9,LLL,4,4,1
45.8,9553.4,-9636.7,480.2,481.6,553.2,NO,0,0,0
10.7,2856.5,-9502.4,2085.0,2053.9,472.7,LL,2,2,0
6.4,2836.6,-9584.0,1929.2,1948.5,526.7,LL,2,2,0
2.6,9558.8,-9495.5,473.5,496.6,531.7,NO,0,0,0
-7.3,2862.0,-9590.3,2017.5,2067.4,489.0,LL,2,2,0
33.1,9589.9,-9551.9,504.5,514.6,486.9,NO,0,0,0
1.3,9540.8,-9492.8,2618.7,495.2,483.6,LG,1,1,0
-78.7,9499.1,-9551.1,492.6,493.0,472.9,NO,0,0,0
1.1,472.6,-480.5,3751.4,3813.3,4136.6,LLL,4,4,1
-13.5,2843.8,-9498.9,1972.2,1936.5,494.9,LL,2,2,0
-0.1,95.0,-94.5,4953.6,5251.5,5129.1,LLLG,5,5,1
-6.1,952.3,-9519.3,3098.9,2494.1,494.8,LLG,3,3,0
-99.4,9597.8,-9496.4,510.7,510.4,493.4,NO,0,0,0
11.7,9568.5,-9568.4,2426.1,494.4,489.9,LG,1,1,0
-42.0,9521.9,-9514.5,492.1,537.3,485.4,NO,0,0,0
2.3,478.1,-476.3,3907.7,4061.7,4003.7,LLL,4,4,1
0.1,476.0,-476.6,4162.7,3919.1,3881.5,LLL,4,4,1
-2.7,470.9,-480.6,4271.1,3783.7,3766.5,LLL,4,4,1
1.4,475.2,-473.7,3787.6,4315.5,4103.1,LLL,4,4,1
-12.5,958.6,-9570.8,3081.6,2513.8,473.7,LLG,3,3,0
1.1,950.1,-9581.0,3076.7,2520.3,494.2,LLG,3,3,0
46.6,9545.5,-9637.6,495.0,533.3,485.8,NO,0,0,0
1.9,476.0,-473.8,3897.1,4159.6,3942.8,LLL,4,4,1
0.0,95.7,-94.7,4903.6,4889.2,4903.2,LLLG,5,5,1
-0.7,478.6,-476.3,3946.9,3932.0,3888.6,LLL,4,4,1
6.4,9401.1,-9540.8,2465.9,503.8,493.9,LG,1,1,0
3.0,9455.3,-9510.1,2378.6,520.8,499.0,LG,1,1,0
1.7,472.1,-472.1,3949.6,3870.3,4109.2,LLL,4,4,1
-20.4,2860.0,-9538.8,2000.1,1996.9,504.1,LL,2,2,0
-7.1,950.9,-9480.0,3082.4,2338.6,530.5,LLG,3,3,0
-1.4,2854.6,-9533.5,2072.6,1961.8,516.5,LL,2,2,0
-26.9,2844.2,-9534.2,2063.6,2110.3,519.5,LL,2,2,0
72.6,9542.6,-9562.2,538.4,507.7,532.3,NO,0,0,0
1.2,479.1,-478.4,4050.4,3888.2,4324.9,LLL,4,4,1
-1.8,2835.5,-9462.7,2028.4,1852.1,501.8,LL,2,2,0
17.7,2858.7,-9530.1,1925.9,2070.0,537.0,LL,2,2,0
46.9,9528.3,-9525.8,501.6,483.2,505.0,NO,0,0,0
17.5,2850.5,-9442.6,2156.8,1991.8,491.9,LL,2,2,0
4.7,2851.8,-9587.3,1901.5,2159.2,501.7,LL,2,2,0
-10.7,2848.7,-9568.1,2041.1,1986.4,518.8,LL,2,2,0
-56.9,9509.6,-9474.7,482.8,523.6,501.3,NO,0,0,0
20.7,9579.0,-9604.4,518.3,526.5,499.6,NO,0,0,0
34.5,9451.7,-9539.9,491.2,449.2,488.4,NO,0,0,0
5.8,2856.2,-9545.3,1863.0,1975.7,472.4,LL,2,2,0
-10.7,9474.0,-9554.7,536.1,483.7,499.9,NO,0,0,0
-33.7,9575.4,-9520.1,487.4,519.1,484.2,NO,0,0,0
-0.3,94.6,-94.9,4735.8,4594.7,5366.3,LLLG,5,5,1
-77.2,9558.4,-9521.2,520.6,496.9,516.3,NO,0,0,0
2.9,940.7,-9628.1,3087.7,2373.5,501.4,LLG,3,3,0
-0.3,473.9,-478.9,4004.8,4193.4,3842.8,LLL,4,4,1
-0.5,472.4,-471.8,4282.7,3800.1,4023.3,LLL,4,4,1
-7.7,2832.1,-9446.5,1941.5,1928.7,491.9,LL,2,2,0
3.3,476.2,-478.6,4174.7,4161.2,4150.7,LLL,4,4,1
-36.9,9538.3,-9568.4,518.0,546.7,475.2,NO,0,0,0
-34.0,2868.3,-9464.4,2025.1,1990.8,477.7,LL,2,2,0
-8.1,2841.6,-9542.1,1907.0,1915.9,496.1,LL,2,2,0
-39.0,9489.6,-9430.1,511.4,486.0,481.7,NO,0,0,0
-3.1,476.1,-476.2,3816.4,4049.3,3966.5,LLL,4,4,1
-6.7,956.1,-9518.8,2955.2,2452.0,528.3,LLG,3,3,0
7.6,2851.0,-9486.4,2030.5,2021.5,527.4,LL,2,2,0
11.3,954.0,-9461.1,2868.0,2417.6,479.8,LLG,3,3,0
4.0,475.5,-474.5,4002.6,3856.3,3844.6,LLL,4,4,1
9.1,9531.7,-9519.8,511.4,486.9,466.6,NO,0,0,0
2.3,477.0,-476.5,3899.9,4111.9,4120.3,LLL,4,4,1
-52.2,9524.5,-9528.1,509.9,485.5,510.8,NO,0,0,0
0.1,94.4,-94.5,4934.5,5022.5,4915.6,LLLG,5,5,1
-71.9,9503.2,-9420.0,476.1,513.7,500.6,NO,0,0,0
-25.4,2843.5,-9509.1,2069.9,2179.6,480.8,LL,2,2,0
0.4,95.7,-94.9,4958.6,4884.6,4693.8,LLLG,5,5,1
27.1,9388.9,-9609.7,492.5,466.5,498.6,NO,0,0,0
-41.3,9488.2,-9557.2,513.5,482.9,513.9,NO,0,0,0
-6.8,959.2,-9565.2,2990.1,2563.5,491.7,LLG,3,3,0
-2.4,954.1,-9625.9,3016.0,2375.1,517.5,LLG,3,3,0
-2.3,950.0,-9480.8,3023.0,2646.8,522.3,LLG,3,3,0
-1.9,479.2,-477.7,3823.8,3924.6,3942.2,LLL,4,4,1
-64.9,9641.4,-9474.1,522.4,495.9,500.1,NO,0,0,0
-13.0,9548.4,-9508.1,537.6,504.1,502.9,NO,0,0,0
-0.5,477.4,-479.2,4040.7,3974.9,3793.1,LLL,4,4,1
0.7,9514.9,-9571.9,2370.0,470.9,502.7,LG,1,1,0
44.2,9517.0,-9562.9,486.9,497.0,455.6,NO,0,0,0
-3.1,949.2,-9532.4,3215.2,2403.9,524.6,LLG,3,3,0
7.7,9488.0,-9588.0,2539.4,500.5,522.3,LG,1,1,0
9.5,954.7,-9500.6,3116.6,2484.8,492.9,LLG,3,3,0
-1.3,473.3,-473.7,4081.0,3879.3,3880.6,LLL,4,4,1
-1.3,477.5,-476.7,3895.4,3857.4,4190.1,LLL,4,4,1
-23.0,2848.5,-9552.2,2109.0,1987.3,487.6,LL,2,2,0
-1.4,9507.6,-9506.9,498.3,482.1,497.1,NO,0,0,0
4.2,475.0,-475.0,4189.1,3799.4,4172.5,LLL,4,4,1
3.0,947.3,-9532.2,2641.0,2527.9,501.8,LLG,3,3,0
-82.1,9522.8,-9472.0,507.6,523.1,514.2,NO,0,0,0
-3.8,9560.2,-9558.9,2566.8,493.9,492.0,LG,1,1,0
1.0,9411.2,-9498.3,510.4,501.7,487.5,NO,0,0,0
-3.8,473.0,-472.7,4186.6,3896.6,4023.8,LLL,4,4,1
-6.5,9572.4,-9562.8,2658.7,482.7,463.1,LG,1,1,0
0.4,951.9,-9539.6,3092.9,2401.3,508.9,LLG,3,3,0
-5.0,473.7,-477.6,4111.9,3897.0,4037.9,LLL,4,4,1
-0.2,478.3,-477.2,3885.6,4066.7,3561.9,LLL,4,4,1
-4.7,9639.3,-9524.2,2473.5,539.6,500.8,LG,1,1,0
14.4,2855.1,-9515.1,2026.3,1970.4,527.3,LL,2,2,0
6.3,957.4,-9451.7,2849.0,2406.0,483.0,LLG,3,3,0
1.1,96.1,-94.9,5021.6,4596.9,5146.1,LLLG,5,5,1
-0.0,94.6,-95.6,5306.1,4752.5,4789.1,LLLG,5,5,1
-14.1,9526.7,-9465.9,2350.8,505.6,510.9,LG,1,1,0
0.7,94.3,-95.1,5189.6,5293.8,4991.3,LLLG,5,5,1
0.9,477.6,-472.8,4002.9,4086.5,4069.9,LLL,4,4,1
-53.3,9555.7,-9587.9,490.6,537.5,503.5,NO,0,0,0
0.1,472.7,-473.3,4135.1,3983.9,4082.0,LLL,4,4,1
-2.0,9519.1,-9478.0,494.2,507.7,466.8,NO,0,0,0
-2.3,479.9,-476.3,3978.5,3876.9,4026.0,LLL,4,4,1
0.4,476.1,-475.2,3835.3,3928.9,3992.7,LLL,4,4,1
90.9,9586.4,-9470.3,489.0,441.3,499.2,NO,0,0,0
-1.0,9638.1,-9500.8,491.0,475.4,509.1,NO,0,0,0
46.7,9591.4,-9472.2,486.1,536.1,507.1,NO,0,0,0
-10.1,2845.5,-9525.7,2057.6,2024.8,481.3,LL,2,2,0
0.9,9524.6,-9588.2,500.9,473.5,493.0,NO,0,0,0
4.8,955.1,-9549.7,2964.0,2531.7,509.6,LLG,3,3,0
-5.9,2864.1,-9514.8,2055.9,2049.5,476.1,LL,2,2,0
0.2,96.0,-95.0,5146.3,5185.3,4976.4,LLLG,5,5,1
-7.2,9477.7,-9552.6,2513.5,567.0,502.0,LG,1,1,0
2.7,475.4,-480.0,4084.4,4140.0,4084.6,LLL,4,4,1
49.6,9502.5,-9559.2,467.0,539.0,492.7,NO,0,0,0
-7.1,957.7,-9474.3,3105.4,2550.3,499.8,LLG,3,3,0
179.2,9510.3,-9456.8,506.6,491.5,516.1,NO,0,0,0
-3.4,476.0,-476.5,3855.8,4162.0,3895.0,LLL,4,4,1
-2.2,474.5,-479.9,3876.1,4177.3,4024.5,LLL,4,4,1
0.1,95.3,-96.2,5108.3,5135.3,4934.9,LLLG,5,5,1
0.9,9506.7,-9539.5,2479.9,501.9,516.7,LG,1,1,0
4.9,9494.0,-9663.6,2489.1,482.8,469.7,LG,1,1,0
-9.4,943.1,-9554.8,2774.6,2618.6,515.1,LLG,3,3,0
3.4,9523.2,-9527.1,496.1,532.2,507.6,NO,0,0,0
-11.1,2864.4,-9509.0,2031.4,2046.8,499.8,LL,2,2,0
51.0,9464.8,-9578.2,506.6,493.2,519.1,NO,0,0,0
-2.5,952.1,-9570.5,2761.3,2499.7,492.5,LLG,3,3,0
-0.0,95.3,-95.5,4998.2,4827.2,4927.7,LLLG,5,5,1
-1.8,952.9,-9514.7,2998.1,2605.6,494.9,LLG,3,3,0
32.2,9543.6,-9516.5,507.9,506.6,478.5,NO,0,0,0
-2.1,475.6,-472.0,4074.2,3832.2,4059.9,LLL,4,4,1
-4.8,948.2,-9509.0,2998.3,2477.5,504.0,LLG,3,3,0
-0.5,94.9,-95.7,4811.2,4923.8,5291.9,LLLG,5,5,1
-3.9,958.2,-9557.6,3100.8,2487.0,530.0,LLG,3,3,0
0.8,477.7,-475.2,3964.0,4294.9,3809.3,LLL,4,4,1
0.7,95.4,-95.9,5263.6,4870.0,4987.4,LLLG,5,5,1
-2.5,2868.5,-9388.9,2067.9,1974.6,487.5,LL,2,2,0
-16.7,9539.2,-9487.3,493.6,481.2,483.2,NO,0,0,0
-37.2,9521.7,-9523.5,506.9,474.8,476.9,NO,0,0,0
-1.5,95.9,-95.7,5006.6,5209.6,4841.2,LLLG,5,5,1
5.7,2854.7,-9553.9,2109.6,1964.3,518.4,LL,2,2,0
-10.1,9559.3,-9588.5,515.3,485.2,480.5,NO,0,0,0
4.1,473.4,-472.2,3717.5,3812.8,3762.8,LLL,4,4,1
-9.0,9547.0,-9534.2,479.8,487.9,515.1,NO,0,0,0
3.2,949.6,-9638.4,2824.4,2597.5,512.9,LLG,3,3,0
-0.2,95.1,-95.8,5364.3,4781.6,5217.4,LLLG,5,5,1
-18.9,9629.4,-9588.2,483.7,496.6,513.0,NO,0,0,0
29.6,2832.8,-9612.8,1899.4,2036.8,507.1,LL,2,2,0
-10.5,2842.5,-9554.4,2022.7,1904.9,501.3,LL,2,2,0
-1.1,477.5,-475.5,3943.8,4073.1,3944.6,LLL,4,4,1
0.5,94.8,-94.9,4865.8,4981.8,5144.1,LLLG,5,5,1
89.5,9551.0,-9616.5,507.7,481.2,510.6,NO,0,0,0
-4.2,477.4,-471.5,4002.2,3792.7,4300.9,LLL,4,4,1
-45.9,9513.6,-9571.4,532.4,500.4,505.9,NO,0,0,0
-2.9,473.0,-477.2,4076.2,3840.6,3881.4,LLL,4,4,1
1.2,473.5,-475.5,4203.0,3656.0,4038.2,LLL,4,4,1
0.4,95.0,-95.2,5367.5,5137.4,4857.5,LLLG,5,5,1
-69.4,9465.3,-9545.2,498.5,510.9,476.8,NO,0,0,0
-3.6,950.9,-9630.7,2924.2,2487.9,511.4,LLG,3,3,0
-38.2,9532.3,-9540.9,507.7,512.0,465.6,NO,0,0,0
4.9,951.2,-9585.0,2756.1,2575.9,474.7,LLG,3,3,0
-22.5,2861.2,-9503.2,2000.5,2030.2,533.2,LL,2,2,0
-19.6,2855.1,-9445.7,2075.8,1921.1,508.8,LL,2,2,0
-0.3,95.0,-95.5,5223.8,4812.2,4940.4,LLLG,5,5,1
3.9,475.8,-479.2,4163.0,4030.8,3894.5,LLL,4,4,1
0.6,946.0,-9538.2,3095.9,2565.4,497.1,LLG,3,3,0
-3.8,953.6,-9585.0,2818.4,2601.5,481.0,LLG,3,3,0
-55.2,9561.3,-9491.2,484.5,530.0,484.2,NO,0,0,0
4.6,9524.8,-9510.3,2426.6,511.9,473.7,LG,1,1,0
51.7,9532.5,-9540.3,522.9,501.1,500.0,NO,0,0,0
29.4,2860.1,-9531.7,2088.1,1998.3,473.0,LL,2,2,0
0.7,482.5,-473.7,4159.8,4219.9,3716.5,LLL,4,4,1
0.1,96.0,-95.7,5151.4,4828.0,5065.0,LLLG,5,5,1
-7.3,9579.2,-9589.0,2432.5,550.2,524.6,LG,1,1,0
-16.5,9530.6,-9554.1,524.6,493.0,491.2,NO,0,0,0
-46.4,9548.2,-9485.1,475.3,528.9,473.8,NO,0,0,0
-1.9,484.4,-471.4,4064.9,4276.9,3967.5,LLL,4,4,1
53.3,9409.8,-9499.3,485.1,528.7,482.3,NO,0,0,0
90.0,9501.6,-9563.9,505.9,493.1,521.1,NO,0,0,0
7.2,9555.4,-9528.6,2641.1,491.0,534.1,LG,1,1,0
25.4,9539.4,-9649.4,517.3,502.6,539.0,NO,0,0,0
2.1,474.0,-478.3,4029.6,4017.5,3901.8,LLL,4,4,1
-8.8,9515.5,-9590.9,2497.2,500.0,501.0,LG,1,1,0
-1.9,9480.1,-9539.6,504.9,498.8,491.9,NO,0,0,0
54.0,9526.7,-9466.4,485.5,492.8,500.5,NO,0,0,0
-3.1,472.3,-478.0,3991.2,4135.6,4065.8,LLL,4,4,1
-0.3,950.1,-9484.3,3068.8,2477.6,515.9,LLG,3,3,0
7.9,962.0,-9575.3,3140.9,2414.8,509.9,LLG,3,3,0
-0.2,94.7,-95.8,5110.7,4850.5,4960.6,LLLG,5,5,1
2.1,476.3,-476.3,4222.9,4101.9,3858.4,LLL,4,4,1
0.0,95.6,-95.0,4805.0,4973.9,4824.9,LLLG,5,5,1
-27.3,2842.3,-9508.6,1891.4,2117.8,522.7,LL,2,2,0
-30.1,9548.6,-9636.1,482.7,536.5,499.2,NO,0,0,0
17.7,2852.3,-9547.4,1895.8,2182.0,496.8,LL,2,2,0
-61.6,9586.7,-9582.6,501.8,512.5,493.5,NO,0,0,0
-2.8,950.4,-9515.0,2842.8,2551.9,489.2,LLG,3,3,0
-6.8,949.2,-9503.2,2970.0,2455.0,501.5,LLG,3,3,0
0.1,478.8,-478.4,3939.9,3987.7,3831.3,LLL,4,4,1
-18.8,9531.2,-9559.9,467.5,511.2,506.2,NO,0,0,0
6.3,473.4,-474.6,3815.0,3848.7,3955.6,LLL,4,4,1
22.3,9473.0,-9427.5,481.9,533.9,493.0,NO,0,0,0
-6.1,955.2,-9538.7,3214.4,2356.6,499.4,LLG,3,3,0
-2.8,474.5,-476.9,4182.0,3773.0,3945.7,LLL,4,4,1
-45.7,9545.6,-9457.8,485.8,490.0,522.4,NO,0,0,0
0.3,476.8,-476.2,4084.5,4254.3,3955.5,LLL,4,4,1
-10.8,2854.8,-9627.1,1881.9,1968.4,470.8,LL,2,2,0
4.6,479.7,-473.8,4063.7,4131.1,3776.0,LLL,4,4,1
24.3,9519.6,-9554.0,475.7,502.9,492.1,NO,0,0,0
2.3,950.0,-9479.0,2754.2,2432.2,489.1,LLG,3,3,0
-33.2,9606.1,-9476.0,504.2,498.8,505.6,NO,0,0,0
0.1,94.5,-95.4,4959.5,5245.6,4946.3,LLLG,5,5,1
1.1,2865.4,-9475.8,1915.3,1924.3,513.3,LL,2,2,0
-44.1,9558.6,-9502.8,541.0,481.3,521.5,NO,0,0,0
26.2,9538.3,-9538.4,488.0,492.8,493.7,NO,0,0,0
2.6,9553.2,-9534.0,499.9,517.3,508.9,NO,0,0,0
0.4,95.4,-95.2,5006.6,5230.5,5004.5,LLLG,5,5,1
13.7,9554.3,-9475.6,491.1,529.7,451.8,NO,0,0,0
7.8,9503.0,-9532.7,2467.9,489.9,489.0,LG,1,1,0
-36.2,9468.3,-9527.4,512.8,521.7,491.1,NO,0,0,0
-0.3,94.7,-94.6,5312.4,4798.7,4923.9,LLLG,5,5,1
4.1,477.1,-476.1,4219.4,3709.2,4055.4,LLL,4,4,1
2.6,965.1,-9550.3,3351.0,2504.4,488.0,LLG,3,3,0
26.0,9507.3,-9470.7,495.0,511.1,511.7,NO,0,0,0
15.0,9588.4,-9615.9,491.2,481.6,499.8,NO,0,0,0
-1.0,94.6,-95.1,4732.4,4646.8,4855.2,LLLG,5,5,1
3.0,2877.9,-9549.2,1972.0,2151.8,493.0,LL,2,2,0
-7.9,9529.3,-9517.7,2573.0,487.7,481.0,LG,1,1,0
-93.2,9431.7,-9516.2,507.1,470.7,487.5,NO,0,0,0
6.4,9531.8,-9513.2,506.0,534.4,520.7,NO,0,0,0
-43.4,9509.1,-9507.2,526.5,505.6,481.8,NO,0,0,0
109.4,9522.9,-9522.3,518.6,523.2,492.7,NO,0,0,0
-2.5,9585.4,-9638.9,520.1,522.1,503.2,NO,0,0,0
-1.9,9600.6,-9545.9,2546.4,489.4,484.9,LG,1,1,0
2.7,2868.4,-9516.2,1924.4,1924.0,490.8,LL,2,2,0
-2.6,957.0,-9525.4,2854.9,2555.1,481.3,LLG,3,3,0
2.3,475.7,-476.3,3886.1,4288.1,3899.3,LLL,4,4,1
0.4,2856.4,-9572.1,1799.6,1941.1,466.4,LL,2,2,0
-1.6,475.0,-477.5,4090.9,4091.6,3845.5,LLL,4,4,1
7.6,958.1,-9607.7,2988.1,2491.1,488.8,LLG,3,3,0
51.9,9527.7,-9504.7,505.5,488.3,531.1,NO,0,0,0
2.3,473.0,-478.3,3959.6,3717.5,3914.1,LLL,4,4,1
68.3,9491.7,-9508.7,486.6,506.0,507.2,NO,0,0,0
9.1,949.0,-9498.3,2895.2,2600.5,510.0,LLG,3,3,0
-0.4,94.5,-95.0,5023.7,5079.7,5194.5,LLLG,5,5,1
82.5,9542.4,-9590.1,519.0,539.7,483.6,NO,0,0,0
-1.2,955.9,-9560.7,2943.4,2414.3,495.1,LLG,3,3,0
-20.2,9510.7,-9499.1,480.6,471.1,543.9,NO,0,0,0
-22.0,9503.9,-9481.9,521.0,518.0,489.0,NO,0,0,0
-1.1,476.8,-479.5,3885.4,3960.8,3683.8,LLL,4,4,1
42.0,9608.9,-9572.4,523.0,518.6,493.3,NO,0,0,0
0.0,94.8,-95.7,4884.6,5076.7,4762.8,LLLG,5,5,1
0.7,93.8,-95.7,5047.6,4982.2,5192.4,LLLG,5,5,1
2.7,476.4,-474.8,4218.4,4253.6,4047.1,LLL,4,4,1
1.3,477.7,-479.0,3961.1,3913.8,3928.0,LLL,4,4,1
9.2,2820.1,-9504.6,2000.6,1859.0,482.8,LL,2,2,0
-1.4,478.6,-476.3,3990.7,3966.0,4011.6,LLL,4,4,1
5.5,955.1,-9574.4,3160.5,2382.2,507.0,LLG,3,3,0
-2.3,951.7,-9505.9,3236.9,2612.7,522.3,LLG,3,3,0
4.9,951.0,-9469.3,2872.8,2443.7,544.6,LLG,3,3,0
-0.3,95.0,-95.8,4896.4,5038.3,5045.7,LLLG,5,5,1
4.0,959.9,-9556.5,2929.8,2709.3,503.4,LLG,3,3,0
1.1,474.7,-477.6,4066.0,4343.5,4137.5,LLL,4,4,1
0.5,2875.9,-9623.3,1974.2,1873.2,539.4,LL,2,2,0
-68.3,9462.3,-9485.9,462.9,470.7,498.1,NO,0,0,0
5.6,9504.7,-9571.6,2416.4,507.2,508.6,LG,1,1,0
-14.3,2855.6,-9458.2,2069.8,2041.6,510.8,LL,2,2,0
44.2,9539.8,-9633.8,492.7,515.9,485.8,NO,0,0,0
-2.0,952.0,-9613.3,2847.3,2387.8,460.3,LLG,3,3,0
-8.8,2846.5,-9559.4,1895.1,2063.5,504.0,LL,2,2,0
97.6,9549.8,-9586.5,474.0,517.7,504.8,NO,0,0,0
2.4,473.5,-471.7,4168.0,4002.3,3919.0,LLL,4,4,1
44.9,9493.5,-9467.8,471.1,533.5,512.5,NO,0,0,0
4.7,949.3,-9533.1,2831.1,2597.5,469.6,LLG,3,3,0
-0.7,471.4,-478.3,4108.1,4052.6,3848.4,LLL,4,4,1
-45.5,9554.5,-9473.3,484.5,499.6,502.1,NO,0,0,0
4.0,9402.3,-9568.8,2368.2,493.5,496.6,LG,1,1,0
-6.1,2854.8,-9542.5,2015.6,2035.0,498.0,LL,2,2,0
0.3,472.6,-476.6,3949.1,4001.3,4095.2,LLL,4,4,1
-6.1,2858.3,-9577.6,1937.3,2065.1,527.8,LL,2,2,0
25.8,9535.6,-9523.9,513.9,518.0,476.6,NO,0,0,0
-67.5,9573.8,-9619.2,469.4,486.8,514.2,NO,0,0,0
-5.0,9560.4,-9505.8,2496.7,500.7,496.7,LG,1,1,0
-7.8,957.0,-9416.0,2796.8,2519.4,499.2,LLG,3,3,0
-25.7,9595.3,-9438.2,501.6,506.8,480.3,NO,0,0,0
3.7,953.2,-9473.3,3004.1,2498.0,488.3,LLG,3,3,0
30.3,9489.8,-9416.8,505.4,482.5,480.3,NO,0,0,0
-7.8,955.9,-9467.0,2953.5,2331.4,501.0,LLG,3,3,0
-1.3,480.7,-479.3,4055.2,4071.4,3981.4,LLL,4,4,1
6.1,954.1,-9409.3,2939.5,2424.3,510.3,LLG,3,3,0
5.8,952.9,-9525.3,2945.3,2573.7,503.4,LLG,3,3,0
17.2,2887.4,-9548.7,1867.5,2088.2,485.1,LL,2,2,0
13.1,9526.0,-9431.4,509.3,524.7,527.6,NO,0,0,0
-0.3,478.3,-474.9,4248.0,4226.8,3787.3,LLL,4,4,1
4.6,477.9,-474.1,4017.4,4010.8,3832.6,LLL,4,4,1
15.0,9441.7,-9571.9,501.4,503.3,482.3,NO,0,0,0
0.2,9582.1,-9591.3,469.9,506.5,522.4,NO,0,0,0
-5.5,2862.8,-9462.8,2076.4,1952.4,476.1,LL,2,2,0
-88.2,9498.0,-9596.9,471.5,486.5,498.1,NO,0,0,0
0.0,95.6,-95.0,4966.9,5090.1,4851.0,LLLG,5,5,1
8.7,2843.0,-9505.8,1940.1,2008.7,479.5,LL,2,2,0
-18.4,9541.1,-9465.2,455.6,479.5,520.3,NO,0,0,0
-1.0,9491.1,-9593.1,2371.6,507.5,502.0,LG,1,1,0
-0.8,96.4,-95.2,5005.7,5358.1,5416.3,LLLG,5,5,1
-0.6,9482.8,-9474.7,2423.7,537.4,525.3,LG,1,1,0
10.3,2851.7,-9575.8,1986.9,1970.6,484.8,LL,2,2,0
-0.6,476.1,-477.3,4020.9,4159.1,3876.7,LLL,4,4,1
0.7,951.4,-9535.0,3046.2,2346.3,512.3,LLG,3,3,0
5.1,9620.5,-9505.1,2535.4,513.4,511.2,LG,1,1,0
-2.2,478.3,-477.6,3921.4,3858.9,4108.3,LLL,4,4,1
1.6,9524.0,-9500.6,2520.3,473.5,512.8,LG,1,1,0
1.1,477.7,-478.7,3994.7,3647.5,4096.1,LLL,4,4,1
1.2,950.6,-9532.4,2955.8,2554.9,526.9,LLG,3,3,0
-9.7,951.4,-9536.5,3217.5,2502.3,525.1,LLG,3,3,0
3.7,9510.7,-9480.4,2393.3,508.8,495.7,LG,1,1,0
36.5,9548.1,-9585.5,482.1,468.6,505.4,NO,0,0,0
-29.4,9506.0,-9554.0,515.5,488.4,493.4,NO,0,0,0
0.5,9519.5,-9564.3,2646.7,502.2,495.0,LG,1,1,0
0.3,94.7,-96.3,4782.3,4805.0,5107.2,LLLG,5,5,1
0.3,477.4,-476.6,3822.3,4065.2,3857.7,LLL,4,4,1
-4.2,946.7,-9486.8,2851.5,2373.9,479.4,LLG,3,3,0
0.0,9506.7,-9553.9,2396.7,516.6,483.4,LG,1,1,0
-0.3,945.0,-9558.4,3036.5,2677.0,519.3,LLG,3,3,0
42.9,9541.1,-9531.9,483.8,505.2,508.2,NO,0,0,0
-51.5,9573.6,-9571.7,495.1,478.8,524.1,NO,0,0,0
0.6,954.4,-9512.7,3104.3,2682.4,474.6,LLG,3,3,0
-85.1,9569.0,-9552.2,436.9,499.6,501.7,NO,0,0,0
59.2,9503.0,-9466.0,482.2,526.4,471.6,NO,0,0,0
1.7,471.9,-479.0,4133.1,4184.6,3863.3,LLL,4,4,1
17.6,9486.2,-9472.1,515.3,479.9,490.7,NO,0,0,0
0.0,474.1,-476.0,4093.9,3970.2,3890.1,LLL,4,4,1
27.6,2876.9,-9523.5,1895.2,2171.3,528.0,LL,2,2,0
-0.0,95.4,-94.6,5292.5,4885.5,5355.1,LLLG,5,5,1
-2.8,477.8,-475.6,4178.8,3541.6,4247.3,LLL,4,4,1
-11.4,9569.0,-9525.4,2373.2,502.3,491.6,LG,1,1,0
-3.0,473.6,-480.0,4121.4,3893.8,4095.0,LLL,4,4,1
10.5,473.7,-480.0,3849.3,4194.3,3831.3,LLL,4,4,1
-14.7,2830.1,-9495.1,1918.7,2004.7,480.6,LL,2,2,0
-12.6,2857.3,-9602.9,2082.1,2036.8,505.5,LL,2,2,0
-4.4,475.1,-475.7,4305.8,3852.0,4172.0,LLL,4,4,1
0.5,944.9,-9573.0,3219.0,2499.1,485.7,LLG,3,3,0
3.1,955.1,-9597.1,2967.0,2482.6,494.7,LLG,3,3,0
0.2,95.6,-94.9,5034.3,5109.2,5007.0,LLLG,5,5,1
3.8,9498.0,-9507.3,2549.6,516.9,516.5,LG,1,1,0
-0.7,95.3,-94.5,4803.9,5007.1,4993.3,LLLG,5,5,1
39.8,9567.1,-9610.0,488.3,495.1,485.9,NO,0,0,0
5.8,961.7,-9494.7,2879.9,2514.7,496.4,LLG,3,3,0
-4.3,481.5,-475.9,3774.5,4176.0,4009.8,LLL,4,4,1
5.7,476.2,-472.5,4145.2,3980.0,4123.6,LLL,4,4,1
-8.1,9623.2,-9492.7,2581.6,475.3,484.4,LG,1,1,0
105.4,9572.2,-9407.2,502.0,553.1,486.3,NO,0,0,0
6.7,2865.0,-9515.6,1985.4,1943.6,521.5,LL,2,2,0
-13.6,2832.8,-9566.5,2005.6,2061.5,475.6,LL,2,2,0
88.1,9501.2,-9567.4,493.8,495.9,491.5,NO,0,0,0
0.4,944.8,-9489.9,3109.9,2504.2,476.1,LLG,3,3,0
-0.6,958.8,-9587.5,3045.5,2578.8,516.6,LLG,3,3,0
-4.0,9574.0,-9494.9,515.8,493.0,487.4,NO,0,0,0
