temperature,vacuum,pressure,humidity,power_output,brush_stress,high_stress
31.1,43.1,1014.36,41.0,452.87,0.635,1
35.9,56.7,1013.74,66.3,445.63,0.802,1
21.7,36.7,1030.71,87.8,471.61,0.682,1
24.0,40.4,1018.57,79.9,480.41,0.659,1
25.8,49.2,1009.28,29.8,467.36,0.503,0
13.8,39.3,1027.5,41.0,494.91,0.363,0
22.1,73.0,1023.47,30.7,475.34,0.451,0
14.2,41.9,1029.73,60.0,494.58,0.444,0
30.3,70.9,1014.81,38.4,457.36,0.606,1
26.4,64.2,1001.45,72.2,457.94,0.698,1
7.0,80.3,1022.18,69.3,494.39,0.404,0
30.8,53.6,993.57,85.2,445.16,0.824,1
14.9,72.4,1028.3,48.8,480.44,0.435,0
36.4,37.6,1025.59,50.0,456.39,0.721,1
7.9,63.4,1023.03,69.7,496.97,0.411,0
28.9,50.0,1032.26,70.6,461.66,0.711,1
19.6,32.8,1029.67,50.2,490.77,0.472,0
27.9,55.6,1018.69,84.3,458.12,0.762,1
25.8,52.0,1010.2,55.9,464.36,0.613,1
14.7,71.1,1004.7,53.6,493.15,0.426,0
27.4,36.8,1011.81,95.8,463.53,0.792,1
32.9,35.0,1026.64,99.8,449.41,0.896,1
23.9,81.4,1012.02,92.7,459.16,0.751,1
24.2,49.1,1014.02,75.3,467.24,0.669,1
12.2,44.2,995.02,62.4,493.17,0.435,0
17.8,77.6,1000.32,39.2,486.94,0.416,0
14.8,33.2,994.65,42.6,503.25,0.364,0
5.2,57.9,1007.56,37.8,507.88,0.232,0
35.2,47.3,1025.28,69.6,451.35,0.796,1
18.6,53.3,1019.43,72.0,478.84,0.572,0
18.5,41.1,997.46,56.3,484.37,0.496,0
18.8,69.3,1012.13,74.6,477.09,0.587,0
35.1,31.9,1008.15,43.8,458.51,0.678,1
6.0,46.2,996.89,89.0,504.32,0.452,0
3.1,30.2,997.22,30.7,521.38,0.154,0
14.6,80.1,1028.88,36.4,492.9,0.358,0
33.3,73.7,1017.11,39.6,449.23,0.66,1
27.6,44.8,993.12,31.9,471.17,0.524,0
31.8,73.9,1024.04,33.0,455.42,0.605,1
16.4,74.9,1002.64,34.2,489.13,0.376,0
9.1,47.3,1022.9,80.6,501.82,0.457,0
18.5,75.2,1031.54,39.7,482.36,0.434,0
20.7,76.1,993.52,93.8,469.95,0.699,1
18.0,79.1,1031.32,42.3,481.15,0.441,0
10.1,80.6,1008.34,97.7,486.11,0.568,0
29.6,34.9,1006.68,61.2,460.07,0.685,1
15.4,31.0,992.51,46.0,497.42,0.396,0
12.6,26.4,1019.06,97.6,491.17,0.585,0
5.3,78.6,994.26,41.7,504.02,0.257,0
3.6,75.7,1007.05,30.4,502.59,0.195,0
18.3,42.9,1026.77,60.3,481.75,0.516,0
34.2,34.1,994.28,25.7,462.58,0.587,0
4.1,70.3,1029.98,57.8,502.89,0.309,0
4.7,66.0,1009.33,61.8,503.68,0.33,0
4.7,40.2,1019.91,49.8,521.29,0.247,0
16.9,66.2,1024.98,89.2,482.06,0.615,1
16.0,27.6,1013.61,78.2,485.75,0.554,0
6.0,41.7,1030.52,34.4,510.01,0.223,0
21.1,69.3,1021.85,78.7,471.64,0.64,1
3.8,31.0,1024.77,90.8,519.4,0.405,0
30.6,52.1,1003.01,46.6,468.97,0.619,1
7.4,59.5,1023.86,42.7,507.03,0.277,0
7.5,29.1,1032.48,96.5,509.57,0.488,0
6.4,35.9,1021.99,97.8,500.92,0.498,0
15.9,50.3,1028.98,63.2,490.08,0.485,0
3.8,62.1,1003.5,77.0,501.28,0.387,0
2.7,80.9,1004.87,47.3,508.61,0.241,0
12.6,81.3,999.18,88.9,477.97,0.576,0
16.6,42.0,1017.53,87.3,485.74,0.597,0
19.6,66.8,1031.3,52.3,478.99,0.503,0
27.4,66.2,993.82,47.7,462.81,0.602,1
27.1,70.7,1031.17,59.5,460.79,0.649,1
7.5,65.7,992.02,62.6,494.64,0.382,0
15.8,44.3,998.74,60.4,496.89,0.459,0
27.6,51.4,1012.75,49.3,463.29,0.609,1
2.7,66.6,1005.87,48.1,512.38,0.237,0
13.0,78.8,1020.87,97.2,480.66,0.608,1
15.7,80.6,1008.41,78.0,474.65,0.572,0
9.5,58.6,1020.41,86.3,498.22,0.492,0
28.0,65.8,1025.83,46.7,462.42,0.605,1
3.7,42.9,1011.38,28.3,521.8,0.149,0
14.5,64.2,1018.68,64.4,488.75,0.477,0
12.7,31.0,1007.73,48.0,498.75,0.372,0
29.5,38.5,1022.48,70.7,455.09,0.732,1
5.0,72.2,992.37,58.3,508.71,0.309,0
33.2,72.2,1013.16,32.2,456.79,0.614,1
33.6,47.1,1009.38,87.2,453.22,0.846,1
28.6,29.9,1007.54,27.7,474.27,0.512,0
23.4,36.5,1023.7,26.6,481.98,0.435,0
30.9,71.0,1018.35,52.5,456.76,0.67,1
29.2,29.5,992.97,93.3,457.87,0.813,1
13.5,61.5,1031.32,77.2,490.53,0.514,0
24.6,48.3,1010.85,94.3,465.41,0.752,1
22.9,42.8,1028.36,53.0,475.57,0.548,0
23.6,77.8,1001.58,43.8,467.96,0.534,0
32.1,69.2,1018.61,28.3,455.66,0.589,0
14.4,32.9,1011.29,86.6,490.18,0.562,0
2.2,53.7,1011.94,65.9,512.86,0.302,0
14.5,58.8,1011.04,85.5,481.0,0.577,0
21.1,28.3,1003.86,54.3,484.65,0.516,0
24.3,40.4,1029.13,69.4,473.81,0.632,1
25.9,48.6,1013.99,45.1,473.06,0.554,0
29.1,64.3,1019.0,57.9,460.97,0.665,1
33.6,27.2,1027.72,38.6,456.22,0.645,1
30.2,55.2,1024.07,36.8,467.1,0.58,0
13.1,78.5,1007.95,82.9,481.05,0.552,0
20.6,37.9,1032.42,59.2,480.47,0.539,0
31.5,51.0,994.66,94.1,451.32,0.854,1
30.7,76.3,1005.99,28.5,463.74,0.558,0
1.9,33.7,1006.58,34.9,529.24,0.142,0
5.0,51.3,1027.91,64.3,505.58,0.34,0
13.0,81.3,1008.25,71.3,481.78,0.502,0
5.5,51.6,1032.32,29.8,516.85,0.185,0
14.1,49.2,1005.62,49.1,492.55,0.404,0
33.6,30.5,999.2,55.0,456.07,0.711,1
24.7,74.9,999.49,28.2,469.75,0.48,0
5.4,56.2,1024.11,72.5,503.69,0.381,0
24.3,71.9,1008.74,73.9,459.14,0.68,1
31.4,57.0,1021.06,54.6,457.43,0.683,1
26.8,39.8,1023.74,54.3,467.12,0.612,1
31.6,42.5,1027.81,96.0,456.89,0.852,1
7.6,58.6,996.9,76.6,498.85,0.431,0
32.0,33.7,996.46,74.4,450.79,0.782,1
17.5,68.8,1011.65,70.9,477.04,0.558,0
26.4,69.2,1022.16,79.1,454.14,0.733,1
29.8,61.8,1023.01,89.2,455.55,0.808,1
23.8,39.0,1015.83,56.9,476.81,0.571,0
11.8,68.9,1007.7,31.2,498.45,0.296,0
6.4,70.7,1004.27,78.7,498.11,0.427,0
20.7,54.7,1022.38,38.9,483.89,0.452,0
12.5,78.2,1022.09,95.1,486.84,0.582,0
11.7,26.3,1005.77,46.1,501.78,0.348,0
24.9,71.5,1001.45,66.6,462.09,0.652,1
14.4,30.0,1031.99,71.4,501.7,0.478,0
30.6,33.8,993.43,80.7,457.9,0.777,1
10.1,70.8,1016.46,70.9,491.2,0.451,0
17.8,73.6,1016.82,65.7,475.42,0.545,0
14.6,67.0,1008.75,29.8,490.53,0.336,0
28.9,64.4,1031.97,47.9,463.62,0.617,1
22.5,65.9,999.33,41.5,470.81,0.507,0
31.0,39.9,992.07,95.3,450.25,0.856,1
24.4,80.7,1014.05,61.2,466.97,0.614,1
31.2,81.3,996.42,41.7,454.47,0.635,1
7.8,54.9,1013.72,88.9,495.88,0.488,0
8.4,50.8,993.61,28.9,503.64,0.24,0
16.9,44.6,1002.89,94.0,478.14,0.642,1
27.9,61.6,1006.14,65.1,450.08,0.702,1
19.0,80.2,1000.83,41.2,479.19,0.452,0
2.8,81.1,1022.01,41.4,506.47,0.223,0
4.4,52.5,1016.93,88.2,516.41,0.407,0
12.6,73.8,997.9,40.9,494.87,0.35,0
7.7,67.9,1009.28,29.2,507.02,0.226,0
15.5,38.4,1010.12,35.5,495.85,0.358,0
28.1,56.8,992.5,47.1,464.0,0.604,1
9.7,40.2,1026.36,66.9,501.45,0.409,0
6.0,52.8,1010.78,83.6,495.63,0.448,0
27.8,80.2,1023.2,61.2,456.28,0.673,1
19.7,81.2,1018.62,35.8,482.86,0.43,0
23.8,27.5,1032.73,46.6,481.72,0.52,0
5.3,56.0,997.47,95.5,497.89,0.483,0
34.1,48.6,1004.22,89.6,450.85,0.865,1
29.3,74.2,1011.7,60.8,457.99,0.684,1
9.0,65.2,1016.58,54.9,494.58,0.368,0
8.6,69.4,1002.59,99.7,489.25,0.554,0
18.5,77.5,1001.03,95.5,473.86,0.674,1
7.9,78.9,1016.46,55.6,498.02,0.352,0
18.4,39.1,1014.2,42.0,491.81,0.423,0
22.3,42.5,1013.62,26.1,485.27,0.415,0
5.6,46.1,1010.7,30.4,512.33,0.198,0
21.6,31.7,1012.89,70.2,486.15,0.581,0
16.2,56.0,1008.93,40.0,488.63,0.398,0
15.3,66.6,1012.08,86.1,475.68,0.599,0
15.6,38.5,1025.05,92.1,486.79,0.604,1
19.5,43.3,1030.28,96.1,484.12,0.667,1
27.4,27.6,1024.55,65.1,467.18,0.662,1
13.6,72.4,997.16,70.7,488.91,0.492,0
32.2,27.0,1026.02,43.0,470.92,0.618,1
21.0,36.4,1030.37,35.6,482.19,0.445,0
15.5,40.7,1023.66,40.8,494.71,0.382,0
11.6,58.1,1005.21,57.5,489.11,0.417,0
10.6,74.4,1011.01,99.2,480.9,0.59,0
30.6,38.0,1022.07,64.7,460.62,0.709,1
6.6,52.6,1021.22,31.2,507.89,0.22,0
17.8,32.5,1021.13,83.8,482.43,0.603,1
21.1,35.0,1013.77,58.1,485.97,0.528,0
5.9,62.9,1026.26,38.7,507.72,0.243,0
32.8,52.7,996.06,50.4,456.46,0.684,1
11.3,57.2,1030.97,54.9,497.14,0.387,0
31.0,80.8,1006.69,69.1,452.89,0.746,1
4.8,62.2,1011.13,91.9,502.78,0.454,0
10.4,33.0,1001.74,88.9,502.48,0.504,0
6.9,26.4,1022.53,26.6,517.99,0.185,0
24.3,64.2,1001.96,61.2,463.22,0.621,1
28.9,37.8,1020.99,61.4,469.57,0.659,1
27.1,41.3,1027.46,91.9,464.38,0.772,1
14.3,41.4,1018.51,61.0,491.78,0.455,0
26.8,63.7,1007.36,81.9,467.2,0.723,1
20.9,63.7,1015.25,77.3,469.43,0.636,1
9.4,47.5,1024.88,77.6,503.1,0.446,0
15.5,46.1,1029.9,72.4,489.91,0.518,0
10.1,45.5,1001.51,52.3,502.66,0.353,0
14.7,40.3,1029.06,75.9,488.71,0.525,0
34.4,46.2,992.18,73.6,445.43,0.815,1
24.8,49.1,992.71,42.3,478.98,0.52,0
22.2,56.9,1014.88,45.8,480.93,0.502,0
6.0,49.8,1012.21,45.4,512.52,0.262,0
19.7,68.9,1015.24,97.9,470.38,0.703,1
19.6,36.9,1000.57,99.9,481.42,0.688,1
34.0,31.8,1021.91,83.8,449.8,0.843,1
16.4,31.8,996.19,33.8,488.48,0.375,0
35.8,66.9,999.81,61.5,442.29,0.788,1
28.2,79.7,1024.85,62.5,464.83,0.665,1
3.2,73.6,1006.1,87.7,505.98,0.413,0
15.7,45.3,1026.66,32.7,492.83,0.354,0
15.0,28.3,998.7,36.5,501.28,0.345,0
16.1,71.1,1004.16,72.8,483.02,0.54,0
10.5,55.8,1014.43,50.3,497.57,0.36,0
18.4,31.4,994.66,77.7,475.49,0.599,0
11.1,41.7,1006.3,82.5,499.59,0.491,0
15.6,66.4,1011.96,83.8,484.24,0.575,0
23.2,56.0,1015.16,42.9,474.17,0.514,0
10.7,65.2,1012.04,33.3,497.04,0.294,0
29.7,40.3,1028.62,63.3,463.74,0.687,1
8.2,68.4,1025.48,37.7,500.6,0.278,0
27.3,68.9,1032.42,49.7,470.71,0.592,0
3.5,75.2,1031.6,50.5,501.32,0.277,0
4.2,54.1,1005.71,44.3,508.67,0.245,0
31.4,78.2,1030.63,75.9,448.57,0.786,1
19.0,77.5,1025.47,41.0,479.62,0.45,0
34.1,58.7,1012.12,96.1,440.18,0.913,1
2.9,39.7,992.99,53.0,511.97,0.26,0
21.4,72.5,1016.14,72.5,467.7,0.626,1
8.8,52.7,997.72,83.4,497.54,0.474,0
14.6,57.4,1021.67,30.9,494.75,0.332,0
20.2,66.4,1009.24,31.3,477.8,0.428,0
25.2,25.6,1017.4,92.6,466.41,0.75,1
5.0,46.9,1028.13,77.9,507.49,0.391,0
34.2,61.5,1028.36,59.4,449.05,0.749,1
23.2,33.5,1001.02,67.0,471.83,0.615,1
3.8,66.8,1005.82,27.8,508.64,0.175,0
23.6,48.7,1012.11,67.2,472.25,0.619,1
10.9,37.7,1008.11,81.0,499.63,0.482,0
32.5,37.9,1013.11,33.4,461.38,0.602,1
31.0,79.4,998.79,32.1,456.46,0.59,0
16.4,69.2,1028.42,78.1,481.23,0.567,0
12.8,72.0,992.07,73.6,492.42,0.488,0
26.1,70.6,997.69,38.7,459.98,0.558,0
27.1,37.5,1023.46,72.1,469.91,0.682,1
27.9,75.3,1029.38,61.6,462.53,0.663,1
30.5,31.7,1027.57,43.3,465.2,0.613,1
7.6,40.5,1019.4,98.0,500.07,0.514,0
4.6,45.0,995.67,41.6,511.5,0.233,0
32.4,75.5,1029.3,53.8,453.2,0.699,1
14.2,74.0,1014.75,89.0,479.54,0.59,0
13.9,77.9,1024.35,98.4,474.3,0.635,1
15.5,64.0,1018.11,80.7,493.24,0.545,0
10.4,48.0,999.19,82.2,493.22,0.494,0
32.6,62.9,1000.93,78.4,451.75,0.802,1
10.1,54.6,1008.42,72.3,493.39,0.451,0
7.5,81.0,1022.92,99.5,483.06,0.553,0
15.3,41.1,1032.73,72.9,490.52,0.516,0
13.1,27.7,1006.22,79.3,497.43,0.504,0
22.8,51.0,1032.7,71.5,473.22,0.626,1
33.3,46.4,1003.95,49.4,456.29,0.684,1
31.2,44.9,1014.49,25.7,459.15,0.562,0
19.7,78.2,1019.67,67.2,469.97,0.582,0
24.3,72.7,1010.14,39.2,470.35,0.519,0
17.5,71.1,997.22,84.7,471.02,0.626,1
6.4,48.6,1009.55,47.6,506.95,0.286,0
12.5,47.7,1015.28,73.5,488.48,0.492,0
29.1,38.4,1009.36,93.7,462.73,0.803,1
17.1,42.6,1010.7,88.4,485.19,0.608,1
5.3,64.1,1023.91,71.4,505.23,0.372,0
22.2,63.9,1027.71,26.6,482.16,0.422,0
4.6,63.6,1011.34,81.2,502.79,0.408,0
22.8,47.0,1020.0,27.5,483.54,0.429,0
32.8,42.0,1002.12,79.2,453.31,0.805,1
15.6,64.9,1020.41,94.0,483.42,0.618,1
19.9,40.6,1011.02,81.7,479.82,0.623,1
21.5,48.3,998.71,66.4,475.09,0.588,0
27.5,51.5,995.41,47.4,463.55,0.6,0
11.8,28.0,1002.66,92.1,497.21,0.541,0
33.6,40.7,1024.8,98.9,453.45,0.892,1
20.4,51.1,1000.91,85.6,476.34,0.65,1
1.8,44.6,1030.8,45.1,515.2,0.21,0
19.6,52.6,994.76,81.0,483.39,0.609,1
31.9,41.5,1021.47,28.2,470.7,0.556,0
29.4,45.9,1016.05,84.1,459.58,0.775,1
30.7,68.0,1025.13,82.9,458.61,0.787,1
34.2,28.0,1000.82,85.2,454.55,0.842,1
25.8,63.9,1012.89,60.9,468.58,0.625,1
37.1,73.3,1004.42,60.0,441.32,0.798,1
3.3,63.6,1016.37,58.2,511.59,0.286,0
9.3,30.5,1020.56,95.8,494.75,0.534,0
8.8,32.8,1015.76,39.6,511.27,0.272,0
31.0,79.4,1003.16,87.9,452.32,0.822,1
6.8,27.6,1028.3,81.8,502.21,0.436,0
26.6,26.0,1000.52,52.3,470.31,0.597,0
10.1,68.9,1023.25,36.8,511.28,0.274,0
35.5,39.9,1000.51,70.1,447.56,0.809,1
18.1,55.5,1030.36,43.8,482.22,0.446,0
11.8,74.4,1024.31,98.1,483.41,0.594,0
30.6,26.5,1022.09,93.5,459.92,0.825,1
19.2,79.9,994.22,39.9,470.33,0.467,0
24.3,66.1,1013.79,27.6,475.69,0.461,0
1.9,65.4,998.03,98.6,502.81,0.449,0
18.9,34.2,1022.61,50.5,483.81,0.478,0
13.9,25.4,1022.25,60.2,493.77,0.444,0
31.9,34.4,994.24,34.3,465.11,0.592,0
23.7,40.1,1000.97,81.3,470.21,0.68,1
18.2,45.9,1024.02,92.9,481.27,0.646,1
17.0,65.4,993.93,49.9,483.06,0.457,0
25.0,69.3,1026.2,77.7,465.6,0.69,1
4.3,66.4,996.93,40.6,514.34,0.22,0
27.0,51.8,1028.69,99.4,456.25,0.817,1
8.5,76.4,1018.42,65.5,497.52,0.398,0
22.8,51.9,1023.99,85.0,470.51,0.686,1
12.8,28.8,1006.43,61.9,500.98,0.424,0
21.2,47.7,1014.48,91.0,478.81,0.675,1
34.3,77.5,996.17,77.1,439.24,0.841,1
35.3,43.7,1001.33,89.2,440.67,0.898,1
5.2,79.5,1028.89,45.8,511.33,0.256,0
15.3,45.0,995.49,35.8,498.67,0.351,0
2.7,73.8,1011.98,50.2,510.21,0.25,0
24.4,33.8,1017.17,57.1,469.97,0.592,0
12.8,36.2,997.19,99.7,496.36,0.584,0
25.9,39.5,1008.86,48.9,481.93,0.552,0
12.8,47.2,1023.94,62.5,499.99,0.428,0
36.0,32.1,1027.09,64.9,455.05,0.779,1
21.0,42.9,1003.84,77.8,478.49,0.621,1
34.4,69.4,1017.77,52.4,447.27,0.727,1
5.3,59.0,994.69,93.5,495.59,0.48,0
18.4,56.4,997.19,59.8,486.7,0.505,0
18.0,59.8,1021.23,61.1,480.0,0.519,0
2.3,51.5,995.45,57.5,510.83,0.273,0
36.2,72.5,1026.87,35.6,453.23,0.667,1
5.5,48.9,1013.39,43.2,510.95,0.251,0
9.1,62.2,1009.45,60.6,499.41,0.382,0
26.5,45.8,1025.83,87.1,466.18,0.743,1
31.7,52.7,1016.45,27.7,462.93,0.568,0
3.0,64.6,995.75,44.4,511.69,0.226,0
18.3,41.5,1011.13,60.1,482.54,0.513,0
1.9,45.0,1009.46,35.9,518.59,0.167,0
26.1,71.3,1013.65,51.2,465.53,0.595,0
32.9,74.8,1013.28,51.5,456.31,0.689,1
34.1,27.7,1004.31,31.4,462.31,0.61,1
8.2,50.0,1014.49,46.7,508.48,0.299,0
7.1,73.6,994.91,97.0,490.99,0.523,0
10.5,67.7,1029.4,43.3,502.05,0.323,0
29.7,78.5,1024.71,65.4,459.14,0.704,1
29.7,39.7,997.08,54.7,469.18,0.641,1
26.1,39.2,1023.7,90.7,460.03,0.765,1
31.7,41.7,1017.88,44.8,457.43,0.647,1
27.7,73.7,1003.52,31.6,467.78,0.53,0
22.4,72.3,1003.37,80.5,464.13,0.675,1
7.9,80.9,1021.31,52.6,500.84,0.334,0
21.4,38.7,1016.66,28.5,486.09,0.413,0
28.8,56.5,997.51,45.5,460.46,0.613,1
36.8,71.4,1032.54,38.5,447.04,0.697,1
11.5,70.9,1030.08,47.9,499.83,0.357,0
9.1,48.7,1000.55,88.0,496.92,0.497,0
36.3,63.4,1030.89,50.8,448.32,0.739,1
12.5,57.1,1007.97,70.3,492.19,0.472,0
5.4,78.2,994.71,95.8,495.23,0.491,0
4.8,70.5,1019.57,28.2,510.11,0.185,0
29.4,35.7,1024.65,64.1,470.7,0.673,1
15.0,79.0,1014.59,78.8,479.45,0.559,0
8.7,61.1,1021.39,96.3,492.18,0.535,0
22.0,30.1,1019.04,97.5,472.62,0.722,1
28.6,52.3,1011.89,97.2,455.25,0.828,1
4.1,29.5,1017.21,32.3,518.55,0.176,0
12.8,36.4,1016.68,78.6,491.28,0.51,0
33.6,75.7,1029.65,71.0,447.67,0.791,1
25.8,33.4,1006.61,77.1,462.29,0.703,1
12.6,36.3,1009.97,93.1,489.19,0.57,0
23.1,69.9,1016.66,44.2,464.12,0.538,0
29.7,71.9,1008.42,51.4,459.9,0.646,1
26.1,50.7,1011.09,83.7,458.1,0.741,1
14.2,56.3,1005.97,93.4,486.79,0.593,0
12.6,80.8,996.76,96.1,479.57,0.602,1
6.0,73.3,1003.92,38.9,505.29,0.25,0
12.1,35.5,1029.17,62.3,505.78,0.408,0
5.3,81.4,1025.98,59.9,500.93,0.335,0
23.9,51.2,1012.75,66.1,470.1,0.622,1
18.9,72.2,1022.81,67.5,478.04,0.558,0
18.3,73.5,1029.73,59.3,477.92,0.519,0
34.2,34.7,1006.53,52.4,465.16,0.689,1
12.7,52.1,997.6,40.7,498.8,0.342,0
27.6,64.2,999.98,95.2,455.41,0.808,1
34.9,53.3,1004.81,67.0,448.59,0.788,1
31.7,47.1,1032.45,92.6,453.28,0.846,1
10.7,50.1,999.32,43.4,500.87,0.327,0
37.0,37.1,995.03,90.6,441.08,0.92,1
5.6,66.7,1026.17,73.0,504.98,0.382,0
3.4,60.7,1015.2,67.5,506.05,0.334,0
14.0,66.8,1019.0,32.0,486.38,0.347,0
33.2,44.1,1008.64,63.7,451.28,0.751,1
11.0,38.5,1023.9,92.9,491.22,0.548,0
31.0,38.5,1005.93,78.5,457.04,0.776,1
8.5,51.4,1000.72,98.4,496.4,0.533,0
14.3,67.7,1006.44,46.3,494.79,0.391,0
5.3,39.2,1012.04,45.7,519.44,0.242,0
26.7,38.6,1029.53,75.2,476.46,0.676,1
5.3,25.7,994.32,33.4,514.38,0.202,0
21.1,79.4,1007.62,78.6,465.15,0.652,1
21.4,57.7,1021.59,49.9,478.07,0.515,0
27.2,54.0,997.23,72.4,461.72,0.7,1
4.5,61.3,1014.67,48.0,513.65,0.253,0
33.4,40.4,1004.51,71.8,451.92,0.785,1
15.2,50.4,1014.19,94.8,488.22,0.607,1
6.0,32.9,1011.92,78.4,513.23,0.392,0
13.4,44.2,992.15,73.5,499.33,0.48,0
5.1,65.3,1007.93,89.9,499.72,0.455,0
14.1,70.2,1017.38,77.4,479.94,0.542,0
28.2,29.6,1011.83,66.7,467.71,0.676,1
36.1,41.6,1023.69,91.6,446.33,0.904,1
12.3,66.5,1006.44,68.6,488.2,0.471,0
27.8,73.9,1029.94,38.3,462.21,0.57,0
13.1,79.4,1008.11,75.4,479.32,0.525,0
7.5,48.3,998.67,62.0,499.91,0.369,0
20.1,32.1,1007.03,45.1,488.07,0.462,0
3.5,36.4,1030.97,28.5,525.15,0.141,0
12.9,80.3,1012.85,62.5,494.22,0.441,0
3.3,69.7,1022.98,93.6,507.16,0.435,0
27.2,33.9,1031.85,45.8,475.57,0.566,0
31.0,65.3,1029.24,75.1,450.3,0.775,1
29.3,27.9,1027.03,71.3,472.51,0.697,1
18.7,80.0,1015.94,39.5,481.58,0.437,0
21.3,31.8,994.33,99.7,474.39,0.72,1
5.0,71.3,999.35,38.5,508.83,0.231,0
6.8,52.4,999.98,75.7,501.78,0.412,0
9.3,64.6,1029.93,60.3,495.62,0.391,0
21.5,68.2,1000.17,62.3,468.38,0.585,0
27.3,28.3,992.17,53.9,472.92,0.604,1
27.1,48.0,1015.13,93.9,466.17,0.776,1
9.3,35.9,994.13,39.7,504.53,0.291,0
7.7,35.6,1021.27,80.9,504.28,0.439,0
15.5,50.8,1015.19,78.8,491.01,0.541,0
25.6,53.5,1024.93,47.4,473.68,0.559,0
15.8,37.1,994.24,88.8,484.9,0.597,0
30.5,64.3,1016.71,95.9,450.0,0.853,1
24.1,46.3,995.67,89.5,471.62,0.715,1
19.0,78.2,1030.78,86.5,468.3,0.654,1
28.1,51.0,997.59,43.3,464.64,0.587,0
6.1,74.2,1000.49,41.9,506.52,0.26,0
18.0,32.3,1030.83,32.9,492.52,0.382,0
19.7,47.8,1012.93,32.2,479.13,0.423,0
8.2,35.7,1019.47,53.7,511.13,0.321,0
16.6,50.5,1019.65,65.7,488.21,0.506,0
21.2,35.4,1006.52,79.1,474.34,0.637,1
4.9,26.6,1028.32,76.8,502.76,0.395,0
12.2,56.5,1025.75,92.2,488.25,0.564,0
17.9,72.5,1015.97,68.8,471.03,0.567,0
35.2,78.2,1007.25,37.5,445.6,0.679,1
2.2,53.5,1018.97,56.0,525.29,0.238,0
10.7,31.6,1015.33,34.9,505.14,0.284,0
15.3,76.4,1030.38,77.2,476.91,0.561,0
14.5,42.0,1013.51,70.1,490.68,0.496,0
12.5,77.7,1025.94,27.1,496.93,0.289,0
18.3,58.0,1027.67,85.8,480.56,0.62,1
35.2,61.8,1003.62,87.7,442.21,0.887,1
20.5,79.5,1001.33,54.3,471.99,0.535,0
19.0,33.9,1013.96,78.3,488.65,0.581,0
2.8,31.1,998.15,57.3,517.61,0.265,0
32.7,51.4,1021.72,62.8,457.45,0.73,1
18.5,33.1,1018.0,99.6,480.9,0.677,1
15.2,26.5,994.38,59.2,497.15,0.447,0
15.8,46.7,1011.62,82.8,487.8,0.566,0
20.6,41.9,1028.36,45.9,491.87,0.462,0
13.4,50.5,1029.36,94.9,487.89,0.589,0
1.8,81.5,1020.81,91.8,504.79,0.417,0
3.7,56.3,1026.92,45.1,509.84,0.241,0
5.8,63.5,1009.99,99.7,493.14,0.515,0
30.4,79.4,1010.5,96.2,449.72,0.855,1
29.0,78.5,999.64,86.2,453.02,0.792,1
35.5,47.9,1014.41,94.8,442.18,0.919,1
3.0,51.3,999.84,60.7,512.47,0.29,0
7.9,52.3,998.43,57.4,503.6,0.347,0
3.0,80.9,1029.22,95.2,501.25,0.451,0
33.5,77.5,993.66,36.0,455.8,0.635,1
34.4,26.4,1017.19,31.6,458.82,0.62,1
35.0,55.1,1019.7,87.4,445.7,0.877,1
32.4,59.1,1030.52,80.6,457.18,0.799,1
28.6,64.6,997.31,62.8,460.3,0.679,1
3.7,76.1,1000.95,71.6,504.77,0.357,0
17.7,25.8,1019.34,84.6,490.02,0.589,0
8.1,67.1,1001.23,95.0,491.72,0.524,0
4.1,34.6,992.68,68.3,521.36,0.315,0
37.1,74.4,1013.9,70.5,441.6,0.84,1
15.3,36.2,998.76,52.3,492.0,0.431,0
31.6,80.9,1032.55,75.6,449.51,0.785,1
29.8,33.4,1001.17,92.6,458.73,0.815,1
2.3,70.8,1012.48,91.1,501.57,0.426,0
28.9,78.8,1000.05,52.2,453.56,0.654,1
17.5,29.7,992.5,35.0,492.59,0.384,0
16.2,51.2,992.37,99.0,482.57,0.647,1
17.7,57.3,992.79,37.3,483.28,0.414,0
30.5,29.7,1007.73,52.2,464.43,0.65,1
13.5,25.6,1029.43,25.7,508.24,0.272,0
13.9,76.3,1007.24,96.2,479.59,0.615,1
36.8,61.7,1005.12,65.5,443.15,0.814,1
22.9,25.8,1000.74,83.7,471.47,0.679,1
14.9,66.2,1017.78,88.3,479.06,0.596,0
24.5,55.4,1022.53,37.1,476.66,0.5,0
6.4,68.4,1015.44,66.3,498.95,0.377,0
3.9,80.7,1019.96,68.8,506.19,0.345,0
22.1,61.5,1024.42,67.7,477.13,0.596,0
14.0,33.1,992.19,64.0,493.14,0.461,0
35.0,37.5,1001.81,59.2,445.25,0.765,1
34.6,76.3,1014.75,31.1,445.02,0.649,1
31.5,57.5,1010.92,54.8,456.18,0.687,1
26.9,48.7,1017.86,93.6,462.62,0.78,1
16.0,57.6,996.59,40.6,483.27,0.409,0
34.9,39.0,996.74,54.9,452.7,0.732,1
6.5,64.1,1002.12,79.6,503.46,0.422,0
7.9,32.0,1010.18,86.5,507.49,0.456,0
11.2,71.1,1026.4,72.2,490.65,0.469,0
18.4,41.5,1001.9,57.8,483.26,0.503,0
8.8,26.1,1008.03,46.8,504.29,0.314,0
13.5,73.8,1018.79,63.6,483.41,0.474,0
